,153279,,0,"bad num copies"
,153826,,0,"bad num copies"
,153841,,0,"bad num copies"
,153842,,0,"bad num copies"
,153844,,0,"bad num copies"
,153845,,0,"bad num copies"
,153846,,0,"bad num copies"
,153847,,0,"bad num copies"
,153848,,0,"bad num copies"
,153849,,0,"bad num copies"
,153852,,0,"bad num copies"
,153853,,0,"bad num copies"
,153854,,0,"bad num copies"
,153855,,0,"bad num copies"
,153857,,0,"bad num copies"
,153858,,0,"bad num copies"
,153860,,0,"bad num copies"
,153865,,0,"bad num copies"
,153869,,0,"bad num copies"
,153870,,0,"bad num copies"
,153871,,0,"bad num copies"
,153872,,0,"bad num copies"
,153873,,0,"bad num copies"
,153874,,0,"bad num copies"
,153875,,0,"bad num copies"
,153876,,0,"bad num copies"
,153877,,0,"bad num copies"
,153878,,0,"bad num copies"
,153879,,0,"bad num copies"
,153880,,0,"bad num copies"
,153881,,0,"bad num copies"
,153882,,0,"bad num copies"
,153883,,0,"bad num copies"
,153884,,0,"bad num copies"
,153885,,0,"bad num copies"
,153887,,0,"bad num copies"
,153889,,0,"bad num copies"
,153890,,0,"bad num copies"
,153891,,0,"bad num copies"
,153892,,0,"bad num copies"
,153893,,0,"bad num copies"
,153894,,0,"bad num copies"
,153896,,0,"bad num copies"
,153898,,0,"bad num copies"
,153899,,0,"bad num copies"
,153900,,0,"bad num copies"
,153901,,0,"bad num copies"
,153903,,0,"bad num copies"
,153904,,0,"bad num copies"
,153905,,0,"bad num copies"
,153906,,0,"bad num copies"
,153907,,0,"bad num copies"
,153908,,0,"bad num copies"
,153912,,0,"bad num copies"
,153921,,0,"bad num copies"
,153923,,0,"bad num copies"
,153924,,0,"bad num copies"
,153926,,0,"bad num copies"
,153928,,0,"bad num copies"
,153929,,0,"bad num copies"
,153930,,0,"bad num copies"
,153931,,0,"bad num copies"
,153933,,0,"bad num copies"
,153934,,0,"bad num copies"
,153935,,0,"bad num copies"
,153936,,0,"bad num copies"
,153937,,0,"bad num copies"
,153940,,0,"bad num copies"
,153942,,0,"bad num copies"
,153943,,0,"bad num copies"
,153945,,0,"bad num copies"
,153946,,0,"bad num copies"
,153948,,0,"bad num copies"
,153949,,0,"bad num copies"
,153950,,0,"bad num copies"
,153954,,0,"bad num copies"
,153955,,0,"bad num copies"
,153959,,0,"bad num copies"
,153962,,0,"bad num copies"
,153963,,0,"bad num copies"
,153964,,0,"bad num copies"
,153965,,0,"bad num copies"
,153966,,0,"bad num copies"
,153967,,0,"bad num copies"
,153968,,0,"bad num copies"
,153969,,0,"bad num copies"
,153970,,0,"bad num copies"
,153971,,0,"bad num copies"
,153972,,0,"bad num copies"
,153973,,0,"bad num copies"
,153974,,0,"bad num copies"
,153975,,0,"bad num copies"
,153976,,0,"bad num copies"
,153977,,0,"bad num copies"
,153980,,0,"bad num copies"
,153981,,0,"bad num copies"
,153982,,0,"bad num copies"
,153983,,0,"bad num copies"
,153985,,0,"bad num copies"
,153986,,0,"bad num copies"
,153987,,0,"bad num copies"
,153988,,0,"bad num copies"
,153989,,0,"bad num copies"
,153991,,0,"bad num copies"
,153992,,0,"bad num copies"
,153993,,0,"bad num copies"
,153994,,0,"bad num copies"
,153995,,0,"bad num copies"
,153996,,0,"bad num copies"
,153997,,0,"bad num copies"
,153998,,0,"bad num copies"
,153999,,0,"bad num copies"
,154000,,0,"bad num copies"
,154001,,0,"bad num copies"
,154002,,0,"bad num copies"
,154003,,0,"bad num copies"
,154004,,0,"bad num copies"
,154005,,0,"bad num copies"
,154007,,0,"bad num copies"
,154008,,0,"bad num copies"
,154009,,0,"bad num copies"
,154010,,0,"bad num copies"
,154011,,0,"bad num copies"
,154012,,0,"bad num copies"
,154013,,0,"bad num copies"
,154014,,0,"bad num copies"
,154015,,0,"bad num copies"
,154016,,0,"bad num copies"
,154018,,0,"bad num copies"
,154020,,0,"bad num copies"
,154021,,0,"bad num copies"
,154022,,0,"bad num copies"
,154023,,0,"bad num copies"
,154027,,0,"bad num copies"
,154028,,0,"bad num copies"
,154030,,0,"bad num copies"
,154031,,0,"bad num copies"
,154032,,0,"bad num copies"
,154033,,0,"bad num copies"
,154034,,0,"bad num copies"
,154035,,0,"bad num copies"
,154037,,0,"bad num copies"
,154041,,0,"bad num copies"
,154042,,0,"bad num copies"
,154043,,0,"bad num copies"
,154044,,0,"bad num copies"
,154045,,0,"bad num copies"
,154046,,0,"bad num copies"
,154047,,0,"bad num copies"
,154048,,0,"bad num copies"
,154050,,0,"bad num copies"
,154051,,0,"bad num copies"
,154053,,0,"bad num copies"
,154054,,0,"bad num copies"
,154057,,0,"bad num copies"
,154058,,0,"bad num copies"
,154059,,0,"bad num copies"
,154061,,0,"bad num copies"
,154063,,0,"bad num copies"
,154065,,0,"bad num copies"
,154066,,0,"bad num copies"
,154067,,0,"bad num copies"
,154068,,0,"bad num copies"
,154069,,0,"bad num copies"
,154070,,0,"bad num copies"
,154071,,0,"bad num copies"
,154072,,0,"bad num copies"
,154073,,0,"bad num copies"
,154074,,0,"bad num copies"
,154075,,0,"bad num copies"
,154076,,0,"bad num copies"
,154077,,0,"bad num copies"
,154078,,0,"bad num copies"
,154079,,0,"bad num copies"
,154080,,0,"bad num copies"
,154081,,0,"bad num copies"
,154082,,0,"bad num copies"
,154083,,0,"bad num copies"
,154086,,0,"bad num copies"
,154087,,0,"bad num copies"
,154088,,0,"bad num copies"
,154090,,0,"bad num copies"
,154092,,0,"bad num copies"
,154093,,0,"bad num copies"
,154095,,0,"bad num copies"
,154096,,0,"bad num copies"
,154097,,0,"bad num copies"
,154099,,0,"bad num copies"
,154102,,0,"bad num copies"
,154105,,0,"bad num copies"
,154106,,0,"bad num copies"
,154108,,0,"bad num copies"
